%Pluie moyenne journalièere beterou
%2002-2008
%issu des fichiers resultats JV  Ntopamma
%date		P(mm)
01  09  04	0.0502
02  09  04	0.2936
03  09  04	2.6619
04  09  04	22.5461
05  09  04	0.7206
06  09  04	22.0985
07  09  04	2.4773
08  09  04	0.1717
09  09  04	13.6092
10  09  04	1.59
11  09  04	6.8471
12  09  04	5.5335
13  09  04	3.7502
14  09  04	0.1681
15  09  04	0.4575
16  09  04	10.9667
17  09  04	13.3207
18  09  04	3.9687
19  09  04	8.2784
20  09  04	14.4853
21  09  04	14.5814
22  09  04	4.2246
23  09  04	20.2439
24  09  04	0.9863
25  09  04	0.0137
26  09  04	22.2521
27  09  04	0.2118
28  09  04	0.1529
29  09  04	0.7266
30  09  04	21.9455
01  10  04	3.4342
02  10  04	3.4536
03  10  04	2.528
04  10  04	2.8354
05  10  04	5.828
06  10  04	0.1772
07  10  04	1.66
08  10  04	0.053
09  10  04	0.0579
10  10  04	0.0839
11  10  04	2.1213
12  10  04	0.0557
13  10  04	0.0884
14  10  04	0.0506
15  10  04	0.5342
16  10  04	0.0219
17  10  04	0.235
18  10  04	0.0058
19  10  04	0.0905
20  10  04	0.1631
21  10  04	0.0145
22  10  04	0
23  10  04	0.0548
24  10  04	0.0179
25  10  04	0.0026
26  10  04	0.0555
27  10  04	0.0627
28  10  04	0.1583
29  10  04	0.0062
30  10  04	0.0027
31  10  04	0.0357
01  11  04	0.3713
02  11  04	9.2816
03  11  04	11.7796
04  11  04	0.4505
05  11  04	0.0469
06  11  04	0.3133
07  11  04	3.9259
08  11  04	0.1459
09  11  04	0.0534
10  11  04	0.0362
11  11  04	0.0828
12  11  04	10.6991
13  11  04	4.6673
14  11  04	1.0556
15  11  04	0.0937
16  11  04	0.0792
17  11  04	0.1451
18  11  04	0
19  11  04	0.1934
20  11  04	0
21  11  04	0
22  11  04	0
23  11  04	0.2076
24  11  04	0
25  11  04	1.4164
26  11  04	0
27  11  04	0
28  11  04	0
29  11  04	0
30  11  04	0
01  12  04	0
02  12  04	0
03  12  04	0
04  12  04	0
05  12  04	0
06  12  04	0
07  12  04	0
08  12  04	0
09  12  04	0
10  12  04	0
11  12  04	0
12  12  04	0
13  12  04	0
14  12  04	0
15  12  04	0
16  12  04	0
17  12  04	0
18  12  04	0
19  12  04	0
20  12  04	0
21  12  04	0
22  12  04	0
23  12  04	0
24  12  04	0
25  12  04	0
26  12  04	0
27  12  04	0
28  12  04	0
29  12  04	0
30  12  04	0
31  12  04	0
01  01  05	0
02  01  05	0
03  01  05	0
04  01  05	0
05  01  05	0
06  01  05	0
07  01  05	0
08  01  05	0
09  01  05	0
10  01  05	0
11  01  05	0
12  01  05	0
13  01  05	0
14  01  05	0
15  01  05	0
16  01  05	0
17  01  05	0
18  01  05	0
19  01  05	0
20  01  05	0
21  01  05	0
22  01  05	0
23  01  05	0
24  01  05	0
25  01  05	0
26  01  05	0
27  01  05	0
28  01  05	0
29  01  05	0
30  01  05	0
31  01  05	0
01  02  05	0
02  02  05	0
03  02  05	0
04  02  05	0
05  02  05	0
06  02  05	0
07  02  05	0
08  02  05	0
09  02  05	0
10  02  05	0
11  02  05	0
12  02  05	0
13  02  05	0
14  02  05	0
15  02  05	0
16  02  05	0
17  02  05	0
18  02  05	0
19  02  05	0
20  02  05	10.0009
21  02  05	0
22  02  05	0
23  02  05	0
24  02  05	0
25  02  05	0
26  02  05	0
27  02  05	0.01
28  02  05	0
01  03  05	1.0559
02  03  05	0
03  03  05	0
04  03  05	0.2464
05  03  05	0
06  03  05	0
07  03  05	21.313
08  03  05	0.4981
09  03  05	0
10  03  05	0
11  03  05	0
12  03  05	0
13  03  05	2.2612
14  03  05	0.0325
15  03  05	4.0876
16  03  05	0.0006
17  03  05	0
18  03  05	0
19  03  05	0.0477
20  03  05	0
21  03  05	0
22  03  05	1.0301
23  03  05	5.6614
24  03  05	0.7079
25  03  05	0.98
26  03  05	0.0037
27  03  05	0
28  03  05	0
29  03  05	0
30  03  05	0
31  03  05	0
01  04  05	0.01
02  04  05	0.0181
03  04  05	1.4554
04  04  05	0.0385
05  04  05	0.0075
06  04  05	0.0192
07  04  05	0.0075
08  04  05	0.0084
09  04  05	0
10  04  05	0.0957
11  04  05	0
12  04  05	0
13  04  05	0
14  04  05	0.0031
15  04  05	0.7877
16  04  05	0.0013
17  04  05	6.2953
18  04  05	4.9425
19  04  05	0.0341
20  04  05	30.8984
21  04  05	0.0785
22  04  05	0.1659
23  04  05	0.6006
24  04  05	6.6523
25  04  05	0.0536
26  04  05	0.4615
27  04  05	2.1049
28  04  05	0
29  04  05	12.5977
30  04  05	0.6349
01  05  05	0.053
02  05  05	0.0277
03  05  05	0.5594
04  05  05	3.0115
05  05  05	9.9467
06  05  05	5.4447
07  05  05	0.583
08  05  05	0.3583
09  05  05	3.997
10  05  05	0.4062
11  05  05	3.1844
12  05  05	0.2757
13  05  05	1.5891
14  05  05	0
15  05  05	0.3024
16  05  05	3.267
17  05  05	3.5662
18  05  05	0.0621
19  05  05	6.487
20  05  05	0.1544
21  05  05	0
22  05  05	12.7718
23  05  05	1.9877
24  05  05	0.089
25  05  05	0.1228
26  05  05	0.0996
27  05  05	2.0457
28  05  05	3.0919
29  05  05	1.0491
30  05  05	0.0897
31  05  05	22.6668
01  06  05	0.9282
02  06  05	0.6834
03  06  05	1.123
04  06  05	6.0324
05  06  05	20.514
06  06  05	0.8979
07  06  05	0
08  06  05	3.8653
09  06  05	1.3275
10  06  05	0.883
11  06  05	8.7132
12  06  05	12.6866
13  06  05	0.4878
14  06  05	0.0124
15  06  05	2.5132
16  06  05	14.3573
17  06  05	0.0066
18  06  05	22.66
19  06  05	0.076
20  06  05	14.0669
21  06  05	3.5441
22  06  05	4.241
23  06  05	6.641
24  06  05	0.0295
25  06  05	0.4904
26  06  05	5.8017
27  06  05	5.1058
28  06  05	0.6451
29  06  05	0.6463
30  06  05	0.0471
01  07  05	4.0873
02  07  05	0.803
03  07  05	28.1534
04  07  05	0.1064
05  07  05	0.0052
06  07  05	15.9185
07  07  05	0.6678
08  07  05	0.4259
09  07  05	6.7857
10  07  05	12.8733
11  07  05	1.1755
12  07  05	0.0078
13  07  05	30.4694
14  07  05	33.6401
15  07  05	1.6388
16  07  05	13.4088
17  07  05	23.7411
18  07  05	1.6355
19  07  05	9.6883
20  07  05	20.7592
21  07  05	21.0091
22  07  05	0.2168
23  07  05	1.1706
24  07  05	1.695
25  07  05	23.7031
26  07  05	0.0448
27  07  05	5.9944
28  07  05	14.2683
29  07  05	0.8017
30  07  05	5.4926
31  07  05	5.2739
01  08  05	3.9098
02  08  05	9.1285
03  08  05	2.7426
04  08  05	0.4469
05  08  05	4.0626
06  08  05	0.1752
07  08  05	25.3838
08  08  05	4.2318
09  08  05	7.0412
10  08  05	13.6923
11  08  05	1.5552
12  08  05	1.0067
13  08  05	2.7794
14  08  05	6.6847
15  08  05	8.6939
16  08  05	3.6141
17  08  05	10.1694
18  08  05	2.752
19  08  05	0.0572
20  08  05	0.9749
21  08  05	13.4964
22  08  05	0.294
23  08  05	0.524
24  08  05	14.4058
25  08  05	3.362
26  08  05	0.9422
27  08  05	1.7768
28  08  05	0.0998
29  08  05	29.0617
30  08  05	3.737
31  08  05	0.2329
01  09  05	0.8644
02  09  05	20.0921
03  09  05	0.1039
04  09  05	2.5071
05  09  05	20.5371
06  09  05	3.6365
07  09  05	0.3673
08  09  05	15.8079
09  09  05	1.2388
10  09  05	0.5344
11  09  05	0.1715
12  09  05	1.4933
13  09  05	1.9296
14  09  05	7.9658
15  09  05	10.3012
16  09  05	0.2153
17  09  05	0.2275
18  09  05	0.1605
19  09  05	2.4525
20  09  05	0.2804
21  09  05	31.8529
22  09  05	11.557
23  09  05	6.5722
24  09  05	19.6727
25  09  05	17.1375
26  09  05	3.4432
27  09  05	9.1589
28  09  05	7.2504
29  09  05	3.4543
30  09  05	1.9958
01  10  05	0.9758
02  10  05	4.9016
03  10  05	0.8631
04  10  05	26.9702
05  10  05	12.699
06  10  05	1.5271
07  10  05	23.8755
08  10  05	0.2199
09  10  05	12.7815
10  10  05	13.4166
11  10  05	4.7902
12  10  05	0.1882
13  10  05	0.1641
14  10  05	0.1462
15  10  05	0.075
