%Bassin de Beterou				
%code lacune 	-9999			
%surface bassin	10080	km2		
%coordonnées (lat, lon)	9.199	2.267		
%date	annee	P	ETP	Q m3 /s

13   08   05 06   00	2005	4.05	1.01	82.85
14   08   05 06   00	2005	5.54	3.03	69.04
15   08   05 06   00	2005	6.6	2.86	68.54
16   08   05 06   00	2005	3.74	3.48	98.67
17   08   05 06   00	2005	12.2	0.75	153.44
18   08   05 06   00	2005	2.59	2.24	92.4
19   08   05 06   00	2005	0.05	3.61	78.78
20   08   05 06   00	2005	0.5	2.74	64.46
21   08   05 06   00	2005	10.96	1.9	55.44
22   08   05 06   00	2005	0.19	3.2	51.18
23   08   05 06   00	2005	0.26	3.22	54.25
24   08   05 06   00	2005	13.56	1.07	70.48
25   08   05 06   00	2005	4.56	3.38	67.7
26   08   05 06   00	2005	2.12	3.73	62.67
27   08   05 06   00	2005	2.07	2.67	59.75
28   08   05 06   00	2005	0.05	3.34	60.12
29   08   05 06   00	2005	28.54	4.08	56.47
30   08   05 06   00	2005	4.15	0.88	61.57
31   08   05 06   00	2005	0.21	2.65	96.36
01   09   05 06   00	2005	0.78	2.73	105.39
02   09   05 06   00	2005	23.17	0.74	80.57
03   09   05 06   00	2005	0.13	3.15	90.55
04   09   05 06   00	2005	2.73	3.58	116.62
05   09   05 06   00	2005	20.68	2.98	112.41
06   09   05 06   00	2005	4.82	2.18	91.67
07   09   05 06   00	2005	0.52	3.18	85.54
08   09   05 06   00	2005	14.23	3.17	89.46
09   09   05 06   00	2005	2.89	2.38	87.65
10   09   05 06   00	2005	0.45	3.67	90.77
11   09   05 06   00	2005	0.23	3.98	94.27
12   09   05 06   00	2005	1.35	3.99	85.58
13   09   05 06   00	2005	1.73	4.22	70.96
14   09   05 06   00	2005	6.76	3.95	62.32
15   09   05 06   00	2005	12.09	4.2	54.84
16   09   05 06   00	2005	0.18	2.99	55.99
17   09   05 06   00	2005	0.4	5.16	58.43
18   09   05 06   00	2005	0.18	4.4	52.74
19   09   05 06   00	2005	2.44	4.24	49.92
20   09   05 06   00	2005	0.31	4.32	42.36
21   09   05 06   00	2005	28.63	2.26	37.96
22   09   05 06   00	2005	10.54	1.06	99.82
23   09   05 06   00	2005	6.31	4.32	100.83
24   09   05 06   00	2005	16.25	4.78	93.42
25   09   05 06   00	2005	17.86	1.04	117.79
26   09   05 06   00	2005	4.26	3.09	150.72
27   09   05 06   00	2005	12.32	3.71	156.7
28   09   05 06   00	2005	5.81	2.78	165.52
29   09   05 06   00	2005	2.57	3.98	150.57
30   09   05 06   00	2005	1.63	4.49	163.95
01   10   05 06   00	2005	2.1	4.09	150.6
02   10   05 06   00	2005	5.94	3.73	133.09
03   10   05 06   00	2005	1.09	3.36	112.38
04   10   05 06   00	2005	23.23	3.55	96.67
05   10   05 06   00	2005	12.51	2.96	145.52
06   10   05 06   00	2005	1.5	3.23	161.9
07   10   05 06   00	2005	23.44	3.63	176.28
08   10   05 06   00	2005	0.18	4.08	228.6
09   10   05 06   00	2005	12.59	4.16	222.29
10   10   05 06   00	2005	11.02	4.47	212.5
11   10   05 06   00	2005	4.67	2.03	217.12
12   10   05 06   00	2005	0.2	3.69	234.42
13   10   05 06   00	2005	0.13	4.36	219.83
14   10   05 06   00	2005	0.32	4.54	188.65
15   10   05 06   00	2005	0.07	4.06	160.69
16   10   05 06   00	2005	8.86	3.49	138.78
17   10   05 06   00	2005	0.03	4.53	126.68
18   10   05 06   00	2005	0.08	4.33	117.76
19   10   05 06   00	2005	0.08	3.71	109.94
20   10   05 06   00	2005	0.03	3.42	97.66
21   10   05 06   00	2005	1.2	2.7	86.89
22   10   05 06   00	2005	5.81	4.17	78.42
23   10   05 06   00	2005	0.11	4.35	73.64
24   10   05 06   00	2005	0.25	3.75	67.51
25   10   05 06   00	2005	0.1	4.48	60.5
26   10   05 06   00	2005	0.03	3.79	55.32
27   10   05 06   00	2005	0.05	4.27	48.63
28   10   05 06   00	2005	0.05	4.05	42.53
29   10   05 06   00	2005	0.1	4.19	38.14
30   10   05 06   00	2005	0.13	3.73	34.59
31   10   05 06   00	2005	0.07	4.23	31.74
01   11   05 06   00	2005	0	3.93	28.99
02   11   05 06   00	2005	1.93	3.66	26.67
03   11   05 06   00	2005	0.05	2.56	24.46
04   11   05 06   00	2005	0	3.79	22.46
05   11   05 06   00	2005	0.08	2.92	20.76
06   11   05 06   00	2005	0.21	3.67	19.29
07   11   05 06   00	2005	0.11	3.98	17.69
08   11   05 06   00	2005	0.08	4.46	16.25
09   11   05 06   00	2005	0.04	4.2	14.94
10   11   05 06   00	2005	0	3.99	13.64
11   11   05 06   00	2005	0.05	3.66	12.45
12   11   05 06   00	2005	0.13	3.65	11.36
13   11   05 06   00	2005	0	3.27	10.47
14   11   05 06   00	2005	0	3.63	9.66
15   11   05 06   00	2005	0.06	3.45	8.92
16   11   05 06   00	2005	0.16	3.81	8.25
17   11   05 06   00	2005	0.13	3.44	7.7
18   11   05 06   00	2005	0.08	3.44	7.41
19   11   05 06   00	2005	0.16	2.97	7.25
20   11   05 06   00	2005	0	3.19	7.08
21   11   05 06   00	2005	0.15	3.15	6.91
22   11   05 06   00	2005	0.09	3.51	6.75
23   11   05 06   00	2005	0	2.71	6.58
24   11   05 06   00	2005	0	3.15	6.41
25   11   05 06   00	2005	0	3.14	6.25
26   11   05 06   00	2005	0	2.59	6.08
27   11   05 06   00	2005	0	2.94	5.91
28   11   05 06   00	2005	0	3.12	5.75
29   11   05 06   00	2005	0	3.53	5.58
30   11   05 06   00	2005	0	3.5	5.41
01   12   05 06   00	2005	0	3.09	5.25
02   12   05 06   00	2005	0	3.04	5.08
03   12   05 06   00	2005	0	2.87	4.91
04   12   05 06   00	2005	0	3.19	4.75
05   12   05 06   00	2005	0	2.85	4.58
06   12   05 06   00	2005	0	2.87	4.41
07   12   05 06   00	2005	0	2.36	4.25
08   12   05 06   00	2005	0	2.71	4.08
09   12   05 06   00	2005	0	2.55	3.91
10   12   05 06   00	2005	0	2.36	3.75
11   12   05 06   00	2005	0	2.03	3.58
12   12   05 06   00	2005	0	2.38	3.41
13   12   05 06   00	2005	0	2.49	3.25
14   12   05 06   00	2005	0	3.09	3.08
15   12   05 06   00	2005	0	3.61	2.91
16   12   05 06   00	2005	0	3.32	2.75
17   12   05 06   00	2005	0	2.73	2.58
18   12   05 06   00	2005	0	2.81	2.41
19   12   05 06   00	2005	0	3.26	2.25
20   12   05 06   00	2005	0	3.3	2.08
21   12   05 06   00	2005	0	2.54	1.91
22   12   05 06   00	2005	0	2.59	1.75
23   12   05 06   00	2005	0	2	1.58
24   12   05 06   00	2005	0	3.17	1.41
25   12   05 06   00	2005	0	2.69	1.25
26   12   05 06   00	2005	0	2.57	1.08
27   12   05 06   00	2005	0	2.89	0.92
28   12   05 06   00	2005	0	3.11	0.75
29   12   05 06   00	2005	0	2.52	0.58
30   12   05 06   00	2005	0	1.95	0.42
31   12   05 06   00	2005	0	2.63	0.25
01   01   06 06   00	2006	0	3.2	0.08
02   01   06 06   00	2006	0	3.39	0
03   01   06 06   00	2006	0	2.57	0
04   01   06 06   00	2006	0	2.57	0
05   01   06 06   00	2006	0	2.65	0
06   01   06 06   00	2006	0	2	0
07   01   06 06   00	2006	0	1.93	0
08   01   06 06   00	2006	0	1.93	0
09   01   06 06   00	2006	0	2.21	0
10   01   06 06   00	2006	0	2.24	0
11   01   06 06   00	2006	0	2.42	0
12   01   06 06   00	2006	0	2.87	0
13   01   06 06   00	2006	0	2.02	0
14   01   06 06   00	2006	0	2.8	0
15   01   06 06   00	2006	0	2.86	0
16   01   06 06   00	2006	0	2.91	0
17   01   06 06   00	2006	0	2.73	0
18   01   06 06   00	2006	0	2.91	0
19   01   06 06   00	2006	0.16	1.75	0
20   01   06 06   00	2006	0	2	0
21   01   06 06   00	2006	0	2.47	0
22   01   06 06   00	2006	0	3.64	0
23   01   06 06   00	2006	0	2.81	0
24   01   06 06   00	2006	0	3.35	0
25   01   06 06   00	2006	0	3.21	0
26   01   06 06   00	2006	0	2.35	0
27   01   06 06   00	2006	0	2.53	0
28   01   06 06   00	2006	0	2.52	0
29   01   06 06   00	2006	0	1.52	0
30   01   06 06   00	2006	0	2.68	0
31   01   06 06   00	2006	0	2.59	0
01   02   06 06   00	2006	0	2.51	0
02   02   06 06   00	2006	0	2.43	0
03   02   06 06   00	2006	0	2.99	0
04   02   06 06   00	2006	0.13	2.73	0
05   02   06 06   00	2006	0	3.13	0
06   02   06 06   00	2006	0	2.83	0
07   02   06 06   00	2006	0.05	2.77	0
08   02   06 06   00	2006	0.01	2.51	0
09   02   06 06   00	2006	0.02	2.63	0
10   02   06 06   00	2006	1.28	3.54	0
11   02   06 06   00	2006	0	3.71	0
12   02   06 06   00	2006	0	3.08	0
13   02   06 06   00	2006	0	2.54	0
14   02   06 06   00	2006	0	2.18	0
15   02   06 06   00	2006	14.08	3.01	0
16   02   06 06   00	2006	1.24	3.26	0
17   02   06 06   00	2006	0.02	3.43	0
18   02   06 06   00	2006	0.01	4.31	0
19   02   06 06   00	2006	0.01	3.48	0
20   02   06 06   00	2006	0	3.6	0
21   02   06 06   00	2006	0.01	3.91	0
22   02   06 06   00	2006	0	3.22	0
23   02   06 06   00	2006	0	3.98	0
24   02   06 06   00	2006	0	3.38	0
25   02   06 06   00	2006	0	2.97	0
26   02   06 06   00	2006	0	4.09	0
27   02   06 06   00	2006	0	3.72	0
28   02   06 06   00	2006	0	3.8	0
01   03   06 06   00	2006	0	4.26	0
02   03   06 06   00	2006	2.04	3.78	0
03   03   06 06   00	2006	0.03	4.28	0
04   03   06 06   00	2006	0.42	4.28	0
05   03   06 06   00	2006	0	4.48	0
06   03   06 06   00	2006	0	4.26	0
07   03   06 06   00	2006	0.23	4.65	0
08   03   06 06   00	2006	0.05	4.77	0
09   03   06 06   00	2006	0	3.86	0
10   03   06 06   00	2006	0	3.22	0
11   03   06 06   00	2006	0	3.33	0
12   03   06 06   00	2006	0	3.72	0
13   03   06 06   00	2006	0	3.38	0
14   03   06 06   00	2006	0	3.07	0
15   03   06 06   00	2006	0	2.94	0
16   03   06 06   00	2006	0	3.46	0
17   03   06 06   00	2006	0	3.32	0
18   03   06 06   00	2006	0	3.72	0
19   03   06 06   00	2006	0	3.6	0
20   03   06 06   00	2006	0.83	3.94	0
21   03   06 06   00	2006	0	3.73	0
22   03   06 06   00	2006	0	3.45	0
23   03   06 06   00	2006	0	3.2	0
24   03   06 06   00	2006	0.03	2.52	0
25   03   06 06   00	2006	0	4.05	0
26   03   06 06   00	2006	0	4.77	0
27   03   06 06   00	2006	0	4.77	0
28   03   06 06   00	2006	0	4.28	0
29   03   06 06   00	2006	0	4.18	0
30   03   06 06   00	2006	0	2.98	0
31   03   06 06   00	2006	0	2.96	0
01   04   06 06   00	2006	0	4.2	0
02   04   06 06   00	2006	0	3.71	0
03   04   06 06   00	2006	0	4.08	0
04   04   06 06   00	2006	0	4.22	0
05   04   06 06   00	2006	0.01	3.47	0
06   04   06 06   00	2006	0.04	3.49	0
07   04   06 06   00	2006	0	4.28	0
08   04   06 06   00	2006	0	3.93	0
09   04   06 06   00	2006	0	3.4	0
10   04   06 06   00	2006	0	4.02	0
11   04   06 06   00	2006	0	4.34	0
12   04   06 06   00	2006	0	4.26	0
13   04   06 06   00	2006	0	4.1	0
14   04   06 06   00	2006	0	4.84	0
15   04   06 06   00	2006	0	4.05	0
16   04   06 06   00	2006	0	4.89	0
17   04   06 06   00	2006	0	4.18	0
18   04   06 06   00	2006	0	4.01	0
19   04   06 06   00	2006	0.14	3.42	0
20   04   06 06   00	2006	5	4.13	0
21   04   06 06   00	2006	0.06	3.87	0
22   04   06 06   00	2006	0.02	4.14	0
23   04   06 06   00	2006	2.26	4.34	0
24   04   06 06   00	2006	4.02	4.85	0
25   04   06 06   00	2006	2.28	5.27	0
26   04   06 06   00	2006	2.42	4.41	0
27   04   06 06   00	2006	0.57	2.97	0
28   04   06 06   00	2006	0	5.4	0
29   04   06 06   00	2006	0.02	5.15	0
30   04   06 06   00	2006	0.32	4.91	0
01   05   06 06   00	2006	2.61	5.01	0
02   05   06 06   00	2006	0	4.98	0
03   05   06 06   00	2006	3.29	4.06	0
04   05   06 06   00	2006	0	5.03	0
05   05   06 06   00	2006	4.65	4.6	0
06   05   06 06   00	2006	0.03	5.49	0
07   05   06 06   00	2006	10.24	4.39	0
08   05   06 06   00	2006	7.73	4.84	0
09   05   06 06   00	2006	2.71	5.2	0
10   05   06 06   00	2006	15.67	3.57	0.83
11   05   06 06   00	2006	7.06	4.49	1.19
12   05   06 06   00	2006	0.02	3.64	0.6
13   05   06 06   00	2006	0	3.32	0
14   05   06 06   00	2006	0.77	4.61	0
15   05   06 06   00	2006	11.11	3.33	0
16   05   06 06   00	2006	0.53	3.8	0
17   05   06 06   00	2006	0.14	5	0
18   05   06 06   00	2006	2.93	2.64	0
19   05   06 06   00	2006	3.79	2.63	0.69
20   05   06 06   00	2006	14.77	1.09	0.82
21   05   06 06   00	2006	9.07	3.54	0.94
22   05   06 06   00	2006	1.65	2.94	0.84
23   05   06 06   00	2006	0.61	2.52	0.99
24   05   06 06   00	2006	0.05	4.77	1.35
25   05   06 06   00	2006	0.16	3.15	1.23
26   05   06 06   00	2006	11.46	4.51	1.1
27   05   06 06   00	2006	0.04	4.1	1.01
28   05   06 06   00	2006	0.02	2.57	0.92
29   05   06 06   00	2006	0	4.41	0.84
30   05   06 06   00	2006	0.06	3.67	1.36
31   05   06 06   00	2006	1.27	4.43	2.7
01   06   06 06   00	2006	0.76	4.37	2.53
02   06   06 06   00	2006	1.12	4.31	2.38
03   06   06 06   00	2006	2.82	4.16	2.23
04   06   06 06   00	2006	0.04	4.03	2.52
05   06   06 06   00	2006	5.71	3.4	2.46
06   06   06 06   00	2006	2.7	4.66	2.53
07   06   06 06   00	2006	0.68	3.55	2.43
08   06   06 06   00	2006	0.24	4.32	2.28
09   06   06 06   00	2006	0.18	4.7	2.26
10   06   06 06   00	2006	18.98	3.64	2.29
11   06   06 06   00	2006	0.29	1.51	2.26
12   06   06 06   00	2006	2.38	4.25	2.2
13   06   06 06   00	2006	0.32	3.21	2.12
14   06   06 06   00	2006	17.91	4.09	1.94
15   06   06 06   00	2006	10.28	4.17	2.09
16   06   06 06   00	2006	0.42	4.28	2.16
17   06   06 06   00	2006	11.91	1.42	2.13
18   06   06 06   00	2006	2.26	4.73	2.35
19   06   06 06   00	2006	15.44	2.92	2.65
20   06   06 06   00	2006	2.72	0.71	2.85
21   06   06 06   00	2006	0.35	3.79	2.8
22   06   06 06   00	2006	3.81	3.33	2.72
23   06   06 06   00	2006	8.88	4.34	2.64
24   06   06 06   00	2006	3.77	2.95	2.53
25   06   06 06   00	2006	1.32	1.62	2.42
26   06   06 06   00	2006	0.35	3.97	3.08
27   06   06 06   00	2006	0.35	3.83	3.41
28   06   06 06   00	2006	0.03	3.21	3.31
29   06   06 06   00	2006	5.33	3.47	3.12
30   06   06 06   00	2006	1.81	3.91	2.97
01   07   06 06   00	2006	7.22	3.74	2.75
02   07   06 06   00	2006	1.38	2.22	2.59
03   07   06 06   00	2006	1.91	3.53	2.44
04   07   06 06   00	2006	7.68	3.38	2.31
05   07   06 06   00	2006	6.54	2.63	2.25
06   07   06 06   00	2006	2.45	3.75	2.17
07   07   06 06   00	2006	2.08	4.01	2.11
08   07   06 06   00	2006	0.02	2.79	2.05
09   07   06 06   00	2006	0.07	3.43	1.95
10   07   06 06   00	2006	1.54	3.38	1.85
11   07   06 06   00	2006	0.08	2.53	1.83
12   07   06 06   00	2006	0.53	2.94	1.78
13   07   06 06   00	2006	0	3.41	1.72
14   07   06 06   00	2006	0.01	3.66	1.66
15   07   06 06   00	2006	18.17	3.05	1.6
16   07   06 06   00	2006	4.98	2.9	1.59
17   07   06 06   00	2006	0.89	1.54	1.54
18   07   06 06   00	2006	13.73	4.46	1.53
19   07   06 06   00	2006	6.24	0.54	1.56
20   07   06 06   00	2006	16.89	3.67	1.73
21   07   06 06   00	2006	13.55	2.68	1.87
22   07   06 06   00	2006	14.49	0.97	1.95
23   07   06 06   00	2006	15.34	3.19	2.02
24   07   06 06   00	2006	1	0.07	2.04
25   07   06 06   00	2006	6.18	3.95	2.04
26   07   06 06   00	2006	7.45	2.58	3.56
27   07   06 06   00	2006	0.04	1.55	16.74
28   07   06 06   00	2006	8.75	2.83	15.03
29   07   06 06   00	2006	5.94	3.78	16.36
30   07   06 06   00	2006	0.11	3.11	15.34
31   07   06 06   00	2006	5.95	4.09	11.99
01   08   06 06   00	2006	0.25	3.13	9.85
02   08   06 06   00	2006	15.7	2.4	10.47
03   08   06 06   00	2006	1.32	4.05	10.96
04   08   06 06   00	2006	4.39	3.05	19.09
05   08   06 06   00	2006	10.75	1.9	19.2
06   08   06 06   00	2006	6.5	1.39	22.95
07   08   06 06   00	2006	4.72	3.36	16.86
08   08   06 06   00	2006	3.46	1.94	17.61
09   08   06 06   00	2006	3.13	2.49	24.25
10   08   06 06   00	2006	0.15	2.87	17.18
11   08   06 06   00	2006	19.32	3.1	13.72
12   08   06 06   00	2006	13.44	2.79	12.81
13   08   06 06   00	2006	4.53	2.43	16.06
14   08   06 06   00	2006	0.6	2.4	30.52
15   08   06 06   00	2006	4.4	2.09	52.28
16   08   06 06   00	2006	10.16	2.94	36.14
17   08   06 06   00	2006	3.23	2.02	24.46
18   08   06 06   00	2006	19.69	3.2	20.95
19   08   06 06   00	2006	1.92	1.77	30.08
20   08   06 06   00	2006	0.96	3.18	47.14
21   08   06 06   00	2006	0.19	3.97	46.24
22   08   06 06   00	2006	0.21	3.99	35.56
23   08   06 06   00	2006	23.55	3.69	24.52
24   08   06 06   00	2006	18.86	3.71	20.89
25   08   06 06   00	2006	0.74	1.4	72.5
26   08   06 06   00	2006	1.22	2.09	85.25
27   08   06 06   00	2006	20.39	4.01	65.12
28   08   06 06   00	2006	5.88	2.66	52.11
29   08   06 06   00	2006	6.23	3.63	68.31
30   08   06 06   00	2006	18.02	1.87	111.46
31   08   06 06   00	2006	17.37	3.54	106.39
01   09   06 06   00	2006	13.09	1.1	87.81
02   09   06 06   00	2006	1.89	1.22	160.97
03   09   06 06   00	2006	0.31	3.1	200.75
04   09   06 06   00	2006	31.88	4.11	224.83
05   09   06 06   00	2006	0.15	1.23	221.93
06   09   06 06   00	2006	7.29	2.87	187.46
07   09   06 06   00	2006	3.91	2.76	172.42
08   09   06 06   00	2006	4.13	3.69	150.22
09   09   06 06   00	2006	1.76	3.84	169.88
10   09   06 06   00	2006	9.43	1.64	147.25
11   09   06 06   00	2006	4.57	2.98	121.71
12   09   06 06   00	2006	32.99	4.22	135.05
13   09   06 06   00	2006	15.73	3.7	156.61
14   09   06 06   00	2006	0.26	2.8	209.6
15   09   06 06   00	2006	0.05	2.07	234.28
16   09   06 06   00	2006	13.44	3.67	256.49
17   09   06 06   00	2006	0.92	1.99	270.51
18   09   06 06   00	2006	1.35	4.11	243.38
19   09   06 06   00	2006	3.09	2.59	204.53
20   09   06 06   00	2006	12.93	4.94	164.56
21   09   06 06   00	2006	1.89	4.04	134.16
22   09   06 06   00	2006	0.44	2.95	142.76
23   09   06 06   00	2006	30.34	4.9	172.22
24   09   06 06   00	2006	1.44	2.4	204.08
25   09   06 06   00	2006	0.83	4.33	188.42
26   09   06 06   00	2006	9.12	2.03	195.02
27   09   06 06   00	2006	6.42	4.31	196.65
28   09   06 06   00	2006	0.39	3.57	171.6
29   09   06 06   00	2006	7.26	3.65	148.92
30   09   06 06   00	2006	0.49	2.92	148.9
01   10   06 06   00	2006	10.76	3.38	143.29
02   10   06 06   00	2006	3.61	1.63	133.88
03   10   06 06   00	2006	6.51	2.98	127.62
04   10   06 06   00	2006	3.9	3.91	127.87
05   10   06 06   00	2006	2.82	2.95	120.45
06   10   06 06   00	2006	0.25	3.96	110.9
07   10   06 06   00	2006	0.32	4.59	96.83
08   10   06 06   00	2006	24.99	3.02	78.89
09   10   06 06   00	2006	6.35	4.16	127.43
10   10   06 06   00	2006	5.32	1.28	198.3
11   10   06 06   00	2006	0.09	4.02	184.29
12   10   06 06   00	2006	11.3	3.26	171.75
13   10   06 06   00	2006	6.26	4.56	129.47
14   10   06 06   00	2006	0.19	3.97	122.08
15   10   06 06   00	2006	1.16	4.17	129.15
16   10   06 06   00	2006	0.04	4.56	131.05
17   10   06 06   00	2006	1.92	3.99	120.52
18   10   06 06   00	2006	0.04	4.19	94.4
19   10   06 06   00	2006	10.57	4.27	78.35
20   10   06 06   00	2006	0.37	4.81	69.79
21   10   06 06   00	2006	0.14	2.8	68.66
22   10   06 06   00	2006	0.48	3.18	71.9
23   10   06 06   00	2006	0.07	4.36	63.51
24   10   06 06   00	2006	7.45	2.58	53.55
25   10   06 06   00	2006	0.67	3.29	46.84
26   10   06 06   00	2006	3.3	2.43	45.16
27   10   06 06   00	2006	0.16	4.02	49.69
28   10   06 06   00	2006	0.1	4.34	45.01
29   10   06 06   00	2006	0.68	3.65	38.8
30   10   06 06   00	2006	0.12	4.04	34.55
31   10   06 06   00	2006	0.13	3.84	30.55
01   11   06 06   00	2006	0.24	3.6	27.16
02   11   06 06   00	2006	3.92	4.02	24.86
03   11   06 06   00	2006	0.08	4.03	23.63
04   11   06 06   00	2006	0.07	3.41	21.76
05   11   06 06   00	2006	0	4.4	19.56
06   11   06 06   00	2006	0.12	3.11	17.68
07   11   06 06   00	2006	0.24	4.04	15.97
08   11   06 06   00	2006	0	3.91	14.55
09   11   06 06   00	2006	0	3.76	13.21
10   11   06 06   00	2006	0	3.71	12.02
11   11   06 06   00	2006	0	3.87	11
12   11   06 06   00	2006	0	4.22	10.05
13   11   06 06   00	2006	0	3.62	9.26
14   11   06 06   00	2006	0	3.48	8.61
15   11   06 06   00	2006	0	3.57	7.87
16   11   06 06   00	2006	0	3.45	7.35
17   11   06 06   00	2006	0	3.48	6.86
18   11   06 06   00	2006	0	4.38	6.43
19   11   06 06   00	2006	0	4.14	6.03
20   11   06 06   00	2006	0	4.23	5.63
21   11   06 06   00	2006	0	4.01	5.37
22   11   06 06   00	2006	0	3.16	5.09
23   11   06 06   00	2006	0	2.84	4.81
24   11   06 06   00	2006	0	2.87	4.62
25   11   06 06   00	2006	0	2.89	4.43
26   11   06 06   00	2006	0	3.14	4.22
27   11   06 06   00	2006	0	3.46	4.07
28   11   06 06   00	2006	0	3.47	3.97
29   11   06 06   00	2006	0	3.45	3.8
30   11   06 06   00	2006	0	3.14	3.67
01   12   06 06   00	2006	0	3.19	3.57
02   12   06 06   00	2006	0	3.19	3.48
03   12   06 06   00	2006	0	2.86	3.38
04   12   06 06   00	2006	0	3.43	3.29
05   12   06 06   00	2006	0	3.68	3.2
06   12   06 06   00	2006	0	4.08	3.11
07   12   06 06   00	2006	0	3.85	3.02
08   12   06 06   00	2006	0	2.96	2.93
09   12   06 06   00	2006	0	2.98	2.85
10   12   06 06   00	2006	0	3.67	2.77
11   12   06 06   00	2006	0	3.01	2.71
12   12   06 06   00	2006	0	3.35	2.69
13   12   06 06   00	2006	0	2.78	2.61
14   12   06 06   00	2006	0	2.81	2.55
15   12   06 06   00	2006	0	2.22	2.53
16   12   06 06   00	2006	0	2.62	2.45
17   12   06 06   00	2006	0	2.79	2.37
18   12   06 06   00	2006	0	2.47	2.32
19   12   06 06   00	2006	0	2.83	2.32
20   12   06 06   00	2006	0	2.58	2.32
21   12   06 06   00	2006	0	2.42	2.26
22   12   06 06   00	2006	0	2.85	2.25
23   12   06 06   00	2006	0	3.57	2.25
24   12   06 06   00	2006	0	3.31	2.25
25   12   06 06   00	2006	0	2.71	2.25
26   12   06 06   00	2006	0	2.65	2.25
27   12   06 06   00	2006	0	2.35	2.25
28   12   06 06   00	2006	0	2.75	2.19
29   12   06 06   00	2006	0	3.15	2.18
30   12   06 06   00	2006	0	2.82	2.18
02   01   07 06   00	2007	0	4.02	2.08
03   01   07 06   00	2007	0	3.33	1.44
04   01   07 06   00	2007	0	3.02	1.17
05   01   07 06   00	2007	0	2.39	1.16
06   01   07 06   00	2007	0	2.65	1.12
07   01   07 06   00	2007	0	3.66	1.11
08   01   07 06   00	2007	0	2.51	1.11
09   01   07 06   00	2007	0	3.63	1.08
10   01   07 06   00	2007	0	3.63	1.05
11   01   07 06   00	2007	0	4.01	1.02
12   01   07 06   00	2007	0	3.91	1.02
13   01   07 06   00	2007	0	4.53	1.02
14   01   07 06   00	2007	0	4.51	0.99
15   01   07 06   00	2007	0	3.86	0.98
16   01   07 06   00	2007	0	3.62	0.98
17   01   07 06   00	2007	0	3.54	0.96
18   01   07 06   00	2007	0	3.83	0.93
19   01   07 06   00	2007	0	4.02	0.93
20   01   07 06   00	2007	0	3.86	0.92
21   01   07 06   00	2007	0	2.73	0.89
22   01   07 06   00	2007	0	3.2	0.89
23   01   07 06   00	2007	0	2.94	0.83
24   01   07 06   00	2007	0	3.32	0.78
25   01   07 06   00	2007	0	2.73	0.21
26   01   07 06   00	2007	0	3.65	0
27   01   07 06   00	2007	0	2.91	0
28   01   07 06   00	2007	0	3.36	0
29   01   07 06   00	2007	0	2.43	0
30   01   07 06   00	2007	0	3.14	0
31   01   07 06   00	2007	0	3.57	0
01   02   07 06   00	2007	0.04	3.14	0
02   02   07 06   00	2007	0	3.39	0
03   02   07 06   00	2007	0	3.39	0
04   02   07 06   00	2007	0	3.76	0
05   02   07 06   00	2007	0	2.98	0
06   02   07 06   00	2007	0	2.69	0
07   02   07 06   00	2007	0	3.33	0
08   02   07 06   00	2007	0	3.66	0
09   02   07 06   00	2007	1.08	3.08	0
10   02   07 06   00	2007	0	2.47	0
11   02   07 06   00	2007	0	3.22	0
12   02   07 06   00	2007	0	3.4	0
13   02   07 06   00	2007	0	4.62	0
14   02   07 06   00	2007	0	4.82	0
15   02   07 06   00	2007	0	4.66	0
16   02   07 06   00	2007	0	3.96	0
17   02   07 06   00	2007	0	3.57	0
18   02   07 06   00	2007	0	3.27	0
19   02   07 06   00	2007	0	3.7	0
20   02   07 06   00	2007	0	3.28	0
21   02   07 06   00	2007	0	3	0
22   02   07 06   00	2007	0	3.04	0
23   02   07 06   00	2007	0	3.13	0
24   02   07 06   00	2007	0	3.33	0
25   02   07 06   00	2007	0	3.22	0
26   02   07 06   00	2007	0	3.29	0
27   02   07 06   00	2007	0	4.11	0
28   02   07 06   00	2007	0	4.39	0
01   03   07 06   00	2007	0	4.69	0
02   03   07 06   00	2007	0	5.39	0
03   03   07 06   00	2007	0	5.77	0
04   03   07 06   00	2007	0	4.56	0
05   03   07 06   00	2007	0	4.41	0
06   03   07 06   00	2007	0	4.85	0
07   03   07 06   00	2007	0	5.11	0
08   03   07 06   00	2007	0	4.32	0
09   03   07 06   00	2007	0	3.86	0
10   03   07 06   00	2007	0	3.66	0
11   03   07 06   00	2007	0	3.94	0
12   03   07 06   00	2007	0	2.84	0
13   03   07 06   00	2007	0	3.85	0
14   03   07 06   00	2007	0	2.77	0
15   03   07 06   00	2007	0	3.14	0
16   03   07 06   00	2007	0	3.31	0
17   03   07 06   00	2007	0	2.87	0
18   03   07 06   00	2007	0	3.14	0
19   03   07 06   00	2007	0	3.4	0
20   03   07 06   00	2007	0	3.46	0
21   03   07 06   00	2007	0	3.98	0
22   03   07 06   00	2007	0	4.16	0
23   03   07 06   00	2007	0.04	4.47	0
24   03   07 06   00	2007	0.49	4.05	0
25   03   07 06   00	2007	0	2.52	0
26   03   07 06   00	2007	0	4.43	0
27   03   07 06   00	2007	0	3.92	0
28   03   07 06   00	2007	0	4.84	0
29   03   07 06   00	2007	0.02	4.05	0
30   03   07 06   00	2007	4.29	4.19	0
31   03   07 06   00	2007	0.76	4.05	0
01   04   07 06   00	2007	4.26	5.19	0
